,cast,genres,movie_id,original_title,overview
386,"['Matt Damon', 'Franka Potente', 'Brian Cox']","['Action', 'Drama', 'Thriller']",2502,the bourne supremacy,"When a CIA operation to purchase classified Russian documents is blown by a rival agent, who then shows up in the sleepy seaside village where Bourne and Marie have been living. The pair run for their lives and Bourne, who promised retaliation should anyone from his former life attempt contact, is forced to once again take up his life as a trained assassin to survive."
387,"['Harrison Ford', 'Gary Oldman', 'Glenn Close']","['Action', 'Thriller']",9772,air force one,"Russian terrorists conspire to hijack the aircraft with the president and his family on board. The commander in chief finds himself facing an impossible predicament: give in to the terrorists and sacrifice his family, or risk everything to uphold his principles - and the integrity of the nation."
388,"['George Clooney', 'Brad Pitt', 'Matt Damon']","['Thriller', 'Crime']",161,ocean's eleven,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess."
389,"['Milla Jovovich', 'Orlando Bloom', 'Logan Lerman']","['Adventure', 'Action', 'Thriller']",52451,the three musketeers,The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.
390,"['Adam Sandler', 'Steve Buscemi', 'David Spade']","['Animation', 'Comedy', 'Family']",76492,hotel transylvania,"Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teen-aged daughter."
391,"['Amy Adams', 'Patrick Dempsey', 'James Marsden']","['Comedy', 'Family', 'Fantasy']",4523,enchanted,"The beautiful princess Giselle is banished by an evil queen from her magical, musical animated land and finds herself in the gritty reality of the streets of modern-day Manhattan. Shocked by this strange new environment that doesn't operate on a ""happily ever after"" basis, Giselle is now adrift in a chaotic world badly in need of enchantment. But when Giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: Can a storybook view of romance survive in the real world?"
392,"['Denzel Washington', 'Ryan Reynolds', 'Vera Farmiga']","['Action', 'Thriller']",59961,safe house,"A dangerous CIA renegade resurfaces after a decade on the run. When the safe house he's remanded to is attacked by mercenaries, a rookie operative escapes with him. Now, the unlikely allies must stay alive long enough to uncover who wants them dead."
393,"['Glenn Close', 'Ioan Gruffudd', 'Alice Evans']","['Comedy', 'Family']",10481,102 dalmatians,"Get ready for a howling good time as an all new assortment of irresistible animal heroes are unleashed in this great family tail! In an unlikely alliance, the outrageous Waddlesworth... a parrot who thinks he's a Rottweiler... teams up with Oddball... an un-marked Dalmation puppy eager to earn her spots! Together they embark on a laugh-packed quest to outwit the ever-scheming Cruella De Vil"
394,"['Ben Stiller', 'Eddie Murphy', 'Casey Affleck']","['Action', 'Comedy']",59108,tower heist,"A luxury condo manager leads a staff of workers to seek payback on the Wall Street swindler who defrauded them. With only days until the billionaire gets away with the perfect crime, the unlikely crew of amateur thieves enlists the help of petty crook Slide to steal the $20 million they’re sure is hidden in the penthouse."
395,"['Cameron Diaz', 'Kate Winslet', 'Jude Law']","['Comedy', 'Romance']",1581,the holiday,"Two women, one (Cameron Diaz) from America and one (Kate Winslet) from Britain, swap homes at Christmastime after bad breakups with their boyfriends. Each woman finds romance with a local man (Jude Law, Jack Black) but realizes that the imminent return home may end the relationship."
396,"['Will Smith', 'Gene Hackman', 'Jon Voight']","['Action', 'Drama', 'Thriller']",9798,enemy of the state,"Hotshot Washington lawyer, Robert Dean becomes a victim of high-tech identity theft when a hacker slips an incriminating video into his pocket. Soon, a rogue National Security agent sets out to recover the tape – and destroy Dean."
397,"['Meryl Streep', 'Alec Baldwin', 'Steve Martin']","['Comedy', 'Romance']",22897,it's complicated,"Ten years after their divorce, Jane and Jake Adler unite for their son's college graduation and unexpectedly end up sleeping together. But Jake is married, and Jane is embarking on a new romance with her architect. Now, she has to sort out her life – just when she thought she had it all figured out."
398,"['George Clooney', 'Brad Pitt', 'Matt Damon']","['Crime', 'Thriller']",298,ocean's thirteen,"Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy."
399,"['Martin Lawrence', 'Ashton Kutcher', 'Gary Sinise']","['Adventure', 'Animation', 'Family']",7484,open season,"Boog, a domesticated 900lb. Grizzly bear finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters."
400,"['Shailene Woodley', 'Theo James', 'Kate Winslet']","['Adventure', 'Action', 'Science Fiction']",157350,divergent,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late."
401,"['Jude Law', 'Rachel Weisz', 'Ed Harris']",['War'],853,enemy at the gates,Enemy at the Gates is a war film from Jean-Jacques Annaud from 2001 that takes place during the battle of Stalingard in World War II between the Russians and the Germans.
402,"['Dwayne Johnson', 'Seann William Scott', 'Rosario Dawson']","['Adventure', 'Action', 'Comedy']",10159,the rundown,"When Travis, the mouthy son of a criminal, disappears in the Amazon in search of a treasured artifact, his father sends in Beck, who becomes Travis's rival for the affections of Mariana, a mysterious Brazilian woman. With his steely disposition, Beck is a man of few words -- but it takes him all the discipline he can muster to work with Travis to nab a tyrant who's after the same treasure."
403,"['Arnold Schwarzenegger', 'F. Murray Abraham', 'Art Carney']","['Adventure', 'Fantasy', 'Action']",9593,last action hero,"Danny is obsessed with a fictional movie character action hero Jack Slater. When a magical ticket transports him into Jack's latest adventure, Danny finds himself in a world where movie magic and reality collide. Now it's up to Danny to save the life of his hero and new friend."
404,"['Zhang Ziyi', 'Gong Li', 'Youki Kudoh']","['Drama', 'History', 'Romance']",1904,memoirs of a geisha,"A sweeping romantic epic set in Japan in the years before World War II, a penniless Japanese child is torn from her family to work as a maid in a geisha house."
405,"['Lucas Black', 'Nathalie Kelley', 'Sung Kang']","['Action', 'Crime', 'Drama']",9615,the fast and the furious: tokyo drift,"In order to avoid a jail sentence, Sean Boswell heads to Tokyo to live with his military father. In a low-rent section of the city, Shaun gets caught up in the underground world of drift racing"
406,"['James McAvoy', 'Hugh Laurie', 'Bill Nighy']","['Drama', 'Animation', 'Family']",51052,arthur christmas,"Each Christmas, Santa and his vast army of highly trained elves produce gifts and distribute them around the world in one night. However, when one of 600 million children to receive a gift from Santa on Christmas Eve is missed, it is deemed ‘acceptable’ to all but one – Arthur. Arthur Claus is Santa’s misfit son who executes an unauthorized rookie mission to get the last present half way around the globe before dawn on Christmas morning."
407,"['Brad Pitt', 'Anthony Hopkins', 'Claire Forlani']","['Fantasy', 'Drama', 'Mystery']",297,meet joe black,"When the grim reaper comes to collect the soul of megamogul Bill Parrish, he arrives with a proposition: Host him for a ""vacation"" among the living in trade for a few more days of existence. Parrish agrees, and using the pseudonym Joe Black, Death begins taking part in Parrish's daily agenda and falls in love with the man's daughter. Yet when Black's holiday is over, so is Parrish's life."
408,"['Arnold Schwarzenegger', 'Francesca Neri', 'Elias Koteas']","['Action', 'Thriller', 'Drama']",9884,collateral damage,Firefighter Gordon Brewer is plunged into the complex and dangerous world of international terrorism after he loses his wife and child in a bombing credited to Claudio 'The Wolf' Perrini.
409,"['Roy Scheider', 'Jessica Lange', 'Leland Palmer']","['Drama', 'Music']",16858,all that jazz,"Bob Fosse's semi-autobiographical film celebrates show business stripped of glitz or giddy illusions. Joe Gideon (Roy Scheider) is at the top of the heap, one of the most successful directors and choreographers in musical theatre. But he can feel his world slowly collapsing around him--his obsession with work has almost destroyed his personal life, and only his bottles of pills keep him going."
410,"['Julia Roberts', 'Lily Collins', 'Armie Hammer']","['Adventure', 'Fantasy', 'Drama']",62764,mirror mirror,"After she spends all her money, an evil enchantress queen schemes to marry a handsome, wealthy prince. There's just one problem - he's in love with a beautiful princess, Snow White. Now, joined by seven rebellious dwarves, Snow White launches an epic battle of good vs. evil..."
